Optimal Objective Achieved: -0.003083 
0: 0.000001
1: 0.064898
2: 0.000001
3: 0.100000
4: 0.000015
5: 0.000001
6: 0.085992
7: 0.000001
8: 0.099994
9: 0.100000
10: 0.099999
11: 0.099999
12: 0.049101
13: 0.099999
14: 0.099999
15: 0.000000
16: 0.000000
17: 0.000000
18: 0.099999
19: 0.000000
